rental_id,cliente,pelicula,categoria,rental_date
4447,NELSON CHRISTENSON,BORROWERS BEDAZZLED,Animation,2005-07-07 23:15:28
8199,DEAN SAUER,BORROWERS BEDAZZLED,Animation,2005-07-28 23:10:25
15909,TOM MILNER,BORROWERS BEDAZZLED,Animation,2005-08-23 17:42:42
3363,DEANNA BYRD,CANYON STOCK,Animation,2005-06-21 12:25:07
6527,ROSE HOWARD,CANYON STOCK,Animation,2005-07-12 04:23:06
11464,CLIFTON MALCOLM,CANYON STOCK,Animation,2005-08-02 21:42:07
15392,CURTIS IRBY,CANYON STOCK,Animation,2005-08-22 23:02:15
3089,MEGAN PALMER,CANYON STOCK,Animation,2005-06-20 15:57:01
4314,VIVIAN RUIZ,CANYON STOCK,Animation,2005-07-07 17:38:31
8540,STACY CUNNINGHAM,CANYON STOCK,Animation,2005-07-29 10:52:51
15577,ANGELA HERNANDEZ,CANYON STOCK,Animation,2006-02-14 15:16:03
9096,NATALIE MEYER,CANYON STOCK,Animation,2005-07-30 08:39:23
12700,JIMMY SCHRADER,CANYON STOCK,Animation,2005-08-18 20:24:46
6110,LEONARD SCHOFIELD,CANYON STOCK,Animation,2005-07-11 07:23:47
7781,MATHEW BOLIN,CANYON STOCK,Animation,2005-07-28 07:13:20
14509,MITCHELL WESTMORELAND,CANYON STOCK,Animation,2005-08-21 14:39:58
1733,COREY HAUSER,CANYON STOCK,Animation,2005-06-16 15:37:07
3607,GREGORY MAULDIN,CANYON STOCK,Animation,2005-07-06 05:30:09
11012,LAUREN HUDSON,CANYON STOCK,Animation,2005-08-02 05:09:42
15519,FRANCISCO SKIDMORE,CANYON STOCK,Animation,2005-08-23 03:23:32
10407,PEGGY MYERS,CANYON STOCK,Animation,2005-08-01 07:38:07
13567,GLENDA FRAZIER,CANYON STOCK,Animation,2005-08-20 04:49:21
7488,BRUCE SCHWARZ,CAROL TEXAS,Animation,2005-07-27 19:36:15
11538,JOEL FRANCISCO,CAROL TEXAS,Animation,2005-08-17 00:44:04
10986,FREDDIE DUGGAN,CAROL TEXAS,Animation,2005-08-02 04:35:24
15135,SONIA GREGORY,CAROL TEXAS,Animation,2005-08-22 13:19:19
3388,SHERRY MARSHALL,CAROL TEXAS,Animation,2005-06-21 14:34:51
3966,CHARLIE BESS,CAROL TEXAS,Animation,2005-07-06 22:38:49
8647,JOSEPH JOY,CAROL TEXAS,Animation,2005-07-29 14:52:59
15738,MARTHA GONZALEZ,CAROL TEXAS,Animation,2005-08-23 11:55:50
3616,JOHNNIE CHISHOLM,CAROL TEXAS,Animation,2005-07-06 05:52:13
10805,TARA RYAN,CAROL TEXAS,Animation,2005-08-01 22:23:37
13167,SYLVIA ORTIZ,CAROL TEXAS,Animation,2005-08-19 13:36:41
3968,JACKIE LYNCH,CAROL TEXAS,Animation,2005-07-06 22:47:09
8659,REGINA BERRY,CAROL TEXAS,Animation,2005-07-29 15:26:31
13860,CAROLE BARNETT,CAROL TEXAS,Animation,2005-08-20 14:55:09
2656,TRACEY BARRETT,CAROL TEXAS,Animation,2005-06-19 10:42:33
4179,TAMMY SANDERS,CAROL TEXAS,Animation,2005-07-07 10:17:15
9145,JUNE CARROLL,CAROL TEXAS,Animation,2005-07-30 10:27:55
15144,CORY MEEHAN,CAROL TEXAS,Animation,2005-08-22 13:49:18
3003,MARTHA GONZALEZ,CHAMPION FLATLINERS,Animation,2005-06-20 10:00:51
3586,BRENT HARKINS,CHAMPION FLATLINERS,Animation,2005-07-06 04:24:42
10189,RAUL FORTIER,CHAMPION FLATLINERS,Animation,2005-08-01 00:25:00
13217,JAIME NETTLES,CHAMPION FLATLINERS,Animation,2005-08-19 15:38:39
101,TIM CARY,CHAMPION FLATLINERS,Animation,2005-05-25 17:17:04
1829,MAE FLETCHER,CHAMPION FLATLINERS,Animation,2005-06-16 22:14:21
4976,BETH FRANKLIN,CHAMPION FLATLINERS,Animation,2005-07-09 00:03:30
10282,GREG ROBINS,CHAMPION FLATLINERS,Animation,2005-08-01 03:29:10
15881,MARTIN BALES,CHAMPION FLATLINERS,Animation,2005-08-23 16:44:25
2286,BECKY MILES,CHAMPION FLATLINERS,Animation,2005-06-18 07:02:32
4646,NICHOLAS BARFIELD,CHAMPION FLATLINERS,Animation,2005-07-08 09:23:26
10955,SAM MCDUFFIE,CHAMPION FLATLINERS,Animation,2005-08-02 03:32:34
14365,BILL GAVIN,CHAMPION FLATLINERS,Animation,2005-08-21 09:25:13
5593,BECKY MILES,CLASH FREDDY,Animation,2005-07-10 04:33:13
7575,ANDY VANHORN,CLASH FREDDY,Animation,2005-07-27 22:53:52
13588,DIANNE SHELTON,CLASH FREDDY,Animation,2005-08-20 05:47:11
3249,CURTIS IRBY,CLASH FREDDY,Animation,2005-06-21 03:13:19
5225,MICHEAL FORMAN,CLASH FREDDY,Animation,2005-07-09 12:10:16
7443,RUSSELL BRINSON,CLASH FREDDY,Animation,2005-07-27 17:47:43
14508,EARL SHANKS,CLASH FREDDY,Animation,2005-08-21 14:33:58
10583,ETHEL WEBB,CLASH FREDDY,Animation,2005-08-01 13:54:35
13274,KAY CALDWELL,CLASH FREDDY,Animation,2005-08-19 17:50:03
1764,SEAN DOUGLASS,CLASH FREDDY,Animation,2005-06-16 17:51:54
4213,GLADYS HAMILTON,CLASH FREDDY,Animation,2005-07-07 11:53:49
11339,HILDA HOPKINS,CLASH FREDDY,Animation,2005-08-02 17:02:06
12147,STEPHANIE MITCHELL,CLASH FREDDY,Animation,2005-08-18 00:10:20
1183,FRANK WAGGONER,CLASH FREDDY,Animation,2005-06-15 00:49:19
6515,DEANNA BYRD,CLASH FREDDY,Animation,2005-07-12 03:50:32
8928,BRANDON HUEY,CLASH FREDDY,Animation,2005-07-30 02:18:19
15943,WARREN SHERROD,CLASH FREDDY,Animation,2005-08-23 18:49:32
3999,SHAWN HEATON,CLASH FREDDY,Animation,2005-07-06 23:50:54
10950,JIM REA,CLASH FREDDY,Animation,2005-08-02 03:25:08
14802,RAFAEL ABNEY,CLASH FREDDY,Animation,2005-08-22 00:48:23
789,MAX PITT,CLASH FREDDY,Animation,2005-05-29 16:17:07
1538,RAY HOULE,CLASH FREDDY,Animation,2005-06-16 01:05:50
5707,VIRGIL WOFFORD,CLASH FREDDY,Animation,2005-07-10 10:26:14
9557,JEFFREY SPEAR,CLASH FREDDY,Animation,2005-07-31 02:14:01
14991,BERNICE WILLIS,CLASH FREDDY,Animation,2005-08-22 07:50:44
2389,VICTOR BARKLEY,CLUB GRAFFITI,Animation,2005-06-18 15:27:47
5896,KEITH RICO,CLUB GRAFFITI,Animation,2005-07-10 20:15:56
8101,JENNIFER DAVIS,CLUB GRAFFITI,Animation,2005-07-28 18:47:23
12141,PEGGY MYERS,CLUB GRAFFITI,Animation,2006-02-14 15:16:03
2793,CHAD CARBONE,CLUB GRAFFITI,Animation,2005-06-19 18:52:37
5709,MICHAEL SILVERMAN,CLUB GRAFFITI,Animation,2005-07-10 10:31:52
10912,DAN PAINE,CLUB GRAFFITI,Animation,2005-08-02 02:00:03
14433,TONY CARRANZA,CLUB GRAFFITI,Animation,2005-08-21 11:36:34
11186,JONATHAN SCARBOROUGH,CLUB GRAFFITI,Animation,2005-08-02 11:12:08
13079,FLORENCE WOODS,CLUB GRAFFITI,Animation,2006-02-14 15:16:03
754,LEONA OBRIEN,CLUB GRAFFITI,Animation,2005-05-29 10:18:59
2011,JUAN FRALEY,CLUB GRAFFITI,Animation,2005-06-17 11:56:09
4929,SHERRI RHODES,CLUB GRAFFITI,Animation,2005-07-08 22:06:18
11487,MINNIE ROMERO,CLUB GRAFFITI,Animation,2005-08-02 22:35:05
14112,DEBBIE REYES,CLUB GRAFFITI,Animation,2005-08-21 01:00:46
2999,DAISY BATES,CLUB GRAFFITI,Animation,2005-06-20 09:30:34
6625,FRANCISCO SKIDMORE,CLUB GRAFFITI,Animation,2005-07-12 09:06:40
7169,EVERETT BANDA,CLUB GRAFFITI,Animation,2005-07-27 07:51:39
13774,VIOLA HANSON,CLUB GRAFFITI,Animation,2005-08-20 11:54:01
4682,HILDA HOPKINS,CROSSROADS CASUALTIES,Animation,2005-07-08 10:38:27
9363,MATTHEW MAHAN,CROSSROADS CASUALTIES,Animation,2005-07-30 18:44:23
13409,KRISTIN JOHNSTON,CROSSROADS CASUALTIES,Animation,2005-08-19 22:36:26
3417,JENNY CASTRO,CROSSROADS CASUALTIES,Animation,2005-06-21 17:06:20
6828,BRETT CORNWELL,CROSSROADS CASUALTIES,Animation,2005-07-12 18:38:51
10515,MARTIN BALES,CROSSROADS CASUALTIES,Animation,2005-08-01 11:41:33
15036,TRACEY BARRETT,CROSSROADS CASUALTIES,Animation,2005-08-22 09:36:00
8547,BARRY LOVELACE,CROSSROADS CASUALTIES,Animation,2005-07-29 11:10:15
13834,BRADLEY MOTLEY,CROSSROADS CASUALTIES,Animation,2005-08-20 14:03:08
9243,ELMER NOE,CROSSROADS CASUALTIES,Animation,2005-07-30 14:06:27
13057,DAWN SULLIVAN,CROSSROADS CASUALTIES,Animation,2005-08-19 09:40:05
2288,STELLA MORENO,CROSSROADS CASUALTIES,Animation,2005-06-18 07:23:17
4425,CARL ARTIS,CROSSROADS CASUALTIES,Animation,2005-07-07 22:22:44
10815,JOAN COOPER,CROSSROADS CASUALTIES,Animation,2005-08-01 22:46:21
14676,JOYCE EDWARDS,CROSSROADS CASUALTIES,Animation,2005-08-21 20:02:18
7462,GRACE ELLIS,CROSSROADS CASUALTIES,Animation,2005-07-27 18:47:47
15756,ROSA REYNOLDS,CROSSROADS CASUALTIES,Animation,2005-08-23 12:47:05
8044,LEROY BUSTAMANTE,CROSSROADS CASUALTIES,Animation,2005-07-28 16:49:12
15016,EDDIE TOMLIN,CROSSROADS CASUALTIES,Animation,2005-08-22 08:47:35
7061,LUCILLE HOLMES,CROSSROADS CASUALTIES,Animation,2005-07-27 03:51:10
12827,TERRY CARLSON,CROSSROADS CASUALTIES,Animation,2005-08-19 01:27:23
846,JOYCE EDWARDS,DARES PLUTO,Animation,2005-05-30 01:17:45
3058,RHONDA KENNEDY,DARES PLUTO,Animation,2005-06-20 13:28:35
5846,LILLIE KIM,DARES PLUTO,Animation,2005-07-10 17:25:24
9969,MEGAN PALMER,DARES PLUTO,Animation,2005-07-31 16:38:12
11867,EDDIE TOMLIN,DARES PLUTO,Animation,2005-08-17 14:04:28
7513,NORMAN CURRIER,DARES PLUTO,Animation,2005-07-27 20:51:04
12374,DENISE KELLY,DARES PLUTO,Animation,2005-08-18 08:07:45
7714,CHRISTINA RAMIREZ,DARES PLUTO,Animation,2005-07-28 04:32:30
11991,LAWRENCE LAWTON,DARES PLUTO,Animation,2005-08-17 18:27:08
2942,GLENDA FRAZIER,DESIRE ALIEN,Animation,2005-06-20 05:27:31
6328,CHRISTY VARGAS,DESIRE ALIEN,Animation,2005-07-11 19:09:33
9927,ARTHUR SIMPKINS,DESIRE ALIEN,Animation,2005-07-31 15:12:13
12319,HARRY ARCE,DESIRE ALIEN,Animation,2005-08-18 06:26:45
1235,IRMA PEARSON,DESIRE ALIEN,Animation,2005-06-15 04:31:28
5987,CLIFFORD BOWENS,DESIRE ALIEN,Animation,2005-07-11 00:55:31
8441,KARL SEAL,DESIRE ALIEN,Animation,2005-07-29 07:33:05
15200,JEREMY HURTADO,DESIRE ALIEN,Animation,2005-08-22 16:22:53
764,VALERIE BLACK,DOGMA FAMILY,Animation,2005-05-29 11:37:35
2096,JOEL FRANCISCO,DOGMA FAMILY,Animation,2005-06-17 18:33:04
6126,JOY GEORGE,DOGMA FAMILY,Animation,2005-07-11 08:06:56
8637,DANIEL CABRAL,DOGMA FAMILY,Animation,2005-07-29 14:30:11
14038,TRACY HERRMANN,DOGMA FAMILY,Animation,2005-08-20 21:39:23
164,MEGAN PALMER,DOGMA FAMILY,Animation,2005-05-26 02:26:49
1790,VERONICA STONE,DOGMA FAMILY,Animation,2005-06-16 19:58:40
6286,EVA RAMOS,DOGMA FAMILY,Animation,2005-07-11 16:55:35
9279,ALFREDO MCADAMS,DOGMA FAMILY,Animation,2005-07-30 15:15:21
14076,JULIAN VEST,DOGMA FAMILY,Animation,2005-08-20 23:20:10
1809,BRAD MCCURDY,DOGMA FAMILY,Animation,2005-06-16 21:00:20
4974,ALICIA MILLS,DOGMA FAMILY,Animation,2005-07-09 00:00:36
8515,DAN PAINE,DOGMA FAMILY,Animation,2005-07-29 09:55:20
15569,DONALD MAHON,DOGMA FAMILY,Animation,2005-08-23 05:24:29
7705,LAURA RODRIGUEZ,DOGMA FAMILY,Animation,2005-07-28 04:02:58
13170,JUNE CARROLL,DOGMA FAMILY,Animation,2005-08-19 13:45:48
2887,CALVIN MARTEL,DOGMA FAMILY,Animation,2005-06-20 01:39:43
5840,THERESA WATSON,DOGMA FAMILY,Animation,2005-07-10 17:09:09
9301,YVONNE WATKINS,DOGMA FAMILY,Animation,2005-07-30 16:34:29
13368,HAROLD MARTINO,DOGMA FAMILY,Animation,2005-08-19 21:19:35
10431,HAZEL WARREN,DOGMA FAMILY,Animation,2005-08-01 08:41:54
11813,KATHLEEN ADAMS,DOGMA FAMILY,Animation,2005-08-17 12:06:54
1297,BARBARA JONES,DOGMA FAMILY,Animation,2005-06-15 09:31:28
5787,MARIE TURNER,DOGMA FAMILY,Animation,2005-07-10 14:08:49
8142,JASON MORRISSEY,DOGMA FAMILY,Animation,2005-07-28 20:21:54
13416,ROSEMARY SCHMIDT,DOGMA FAMILY,Animation,2005-08-19 22:48:48
2912,ALMA AUSTIN,DOGMA FAMILY,Animation,2005-06-20 03:32:45
5057,MARION SNYDER,DOGMA FAMILY,Animation,2005-07-09 04:20:29
7690,DANIELLE DANIELS,DOGMA FAMILY,Animation,2005-07-28 03:26:21
12010,DWAYNE OLVERA,DOGMA FAMILY,Animation,2005-08-17 19:17:54
3707,BETTY WHITE,DONNIE ALLEY,Animation,2005-07-06 10:21:49
8104,JESSIE MILAM,DONNIE ALLEY,Animation,2005-07-28 18:59:36
15195,MILTON HOWLAND,DONNIE ALLEY,Animation,2005-08-22 16:08:23
1488,TERRY GRISSOM,DONNIE ALLEY,Animation,2005-06-15 21:39:54
5900,CHAD CARBONE,DONNIE ALLEY,Animation,2005-07-10 20:21:54
7102,NORMAN CURRIER,DONNIE ALLEY,Animation,2005-07-27 05:07:21
13985,WALTER PERRYMAN,DONNIE ALLEY,Animation,2005-08-20 19:13:06
9433,MARJORIE TUCKER,DONNIE ALLEY,Animation,2005-07-30 21:28:17
13651,MABEL HOLLAND,DONNIE ALLEY,Animation,2005-08-20 07:50:08
298,LEON BOSTIC,DONNIE ALLEY,Animation,2005-05-26 20:52:26
3354,ERIK GUILLEN,DONNIE ALLEY,Animation,2005-06-21 11:29:49
5268,SHERRY MARSHALL,DONNIE ALLEY,Animation,2005-07-09 14:22:43
8231,ERIC ROBERT,DONNIE ALLEY,Animation,2005-07-29 00:14:37
14681,WILMA RICHARDS,DONNIE ALLEY,Animation,2005-08-21 20:25:13
11052,ERIC ROBERT,DOORS PRESIDENT,Animation,2005-08-02 06:26:19
12095,CATHERINE CAMPBELL,DOORS PRESIDENT,Animation,2005-08-17 22:32:37
320,PATRICIA JOHNSON,DOORS PRESIDENT,Animation,2005-05-27 00:09:24
3272,GUY BROWNLEE,DOORS PRESIDENT,Animation,2005-06-21 05:18:27
6217,SAMANTHA DUNCAN,DOORS PRESIDENT,Animation,2005-07-11 13:13:45
9660,NATHAN RUNYON,DOORS PRESIDENT,Animation,2005-07-31 06:03:17
14312,NELLIE GARRETT,DOORS PRESIDENT,Animation,2005-08-21 07:48:34
1982,CASEY MENA,DOORS PRESIDENT,Animation,2005-06-17 10:12:15
6082,KATHRYN COLEMAN,DOORS PRESIDENT,Animation,2005-07-11 05:12:41
10336,WAYNE TRUONG,DOORS PRESIDENT,Animation,2005-08-01 04:59:53
12056,LEON BOSTIC,DOORS PRESIDENT,Animation,2005-08-17 21:03:48
5262,MARLENE WELCH,DOORS PRESIDENT,Animation,2005-07-09 14:08:01
7841,MARY SMITH,DOORS PRESIDENT,Animation,2005-07-28 09:04:45
13333,JUDITH COX,DOORS PRESIDENT,Animation,2006-02-14 15:16:03
3747,RANDALL NEUMANN,DOORS PRESIDENT,Animation,2005-07-06 12:11:14
11312,YOLANDA WEAVER,DOORS PRESIDENT,Animation,2005-08-02 15:56:51
16011,ALAN KAHN,DOORS PRESIDENT,Animation,2005-08-23 21:11:33
10616,SHARON ROBINSON,DOORS PRESIDENT,Animation,2005-08-01 14:59:50
12719,WANDA PATTERSON,DOORS PRESIDENT,Animation,2006-02-14 15:16:03
798,EMMA BOYD,DOUBLE WRATH,Animation,2005-05-29 17:23:43
2840,MARCIA DEAN,DOUBLE WRATH,Animation,2005-06-19 22:17:44
3688,RUSSELL BRINSON,DOUBLE WRATH,Animation,2005-07-06 09:41:53
10542,FLOYD GANDY,DOUBLE WRATH,Animation,2005-08-01 12:32:23
15450,JASON MORRISSEY,DOUBLE WRATH,Animation,2005-08-23 00:56:01
426,ARNOLD HAVENS,DOUBLE WRATH,Animation,2005-05-27 15:56:57
1750,KEVIN SCHULER,DOUBLE WRATH,Animation,2005-06-16 16:57:36
4955,ARLENE HARVEY,DOUBLE WRATH,Animation,2005-07-08 23:16:21
9041,ALEX GRESHAM,DOUBLE WRATH,Animation,2005-07-30 06:32:36
13827,HAROLD MARTINO,DOUBLE WRATH,Animation,2005-08-20 13:47:19
6955,WESLEY BULL,DOUBLE WRATH,Animation,2005-07-26 23:55:48
13164,LUCILLE HOLMES,DOUBLE WRATH,Animation,2005-08-19 13:30:55
2570,ELIZABETH BROWN,DOUBLE WRATH,Animation,2005-06-19 04:20:13
4533,DUSTIN GILLETTE,DOUBLE WRATH,Animation,2005-07-08 03:32:01
9598,TIM CARY,DOUBLE WRATH,Animation,2005-07-31 03:30:41
13415,ANA BRADLEY,DOUBLE WRATH,Animation,2005-08-19 22:48:09
11127,JACK FOUST,DOUBLE WRATH,Animation,2005-08-02 09:00:59
12032,DEBBIE REYES,DOUBLE WRATH,Animation,2005-08-17 20:14:26
4008,RAFAEL ABNEY,DOUBLE WRATH,Animation,2005-07-07 00:26:43
8930,CARLA GUTIERREZ,DOUBLE WRATH,Animation,2005-07-30 02:28:38
11525,YVONNE WATKINS,DOUBLE WRATH,Animation,2005-08-17 00:15:31
1187,RAYMOND MCWHORTER,DOUBLE WRATH,Animation,2005-06-15 00:58:50
5985,LESLIE SEWARD,DOUBLE WRATH,Animation,2005-07-11 00:51:58
7802,ERIKA PENA,DOUBLE WRATH,Animation,2005-07-28 07:51:57
11945,RUSSELL BRINSON,DOUBLE WRATH,Animation,2005-08-17 17:05:33
8599,JULIO NOLAND,DUCK RACER,Animation,2005-07-29 12:58:52
15636,RUSSELL BRINSON,DUCK RACER,Animation,2005-08-23 07:50:46
2685,FELICIA SUTTON,DUCK RACER,Animation,2005-06-19 12:35:21
5164,CHESTER BENNER,DUCK RACER,Animation,2005-07-09 09:03:14
10863,GERALDINE PERKINS,DUCK RACER,Animation,2005-08-02 00:18:07
15350,SHANE MILLARD,DUCK RACER,Animation,2005-08-22 21:15:29
267,TRAVIS ESTEP,EARLY HOME,Animation,2005-05-26 16:16:21
1338,DEBORAH WALKER,EARLY HOME,Animation,2005-06-15 12:17:34
4907,TONYA CHAPMAN,EARLY HOME,Animation,2005-07-08 21:01:41
8370,JOSEPHINE GOMEZ,EARLY HOME,Animation,2005-07-29 05:16:21
14609,CLAYTON BARBEE,EARLY HOME,Animation,2005-08-21 17:57:26
11172,IRENE PRICE,EARLY HOME,Animation,2005-08-02 10:27:52
12838,THOMAS GRIGSBY,EARLY HOME,Animation,2005-08-19 01:51:50
1970,WILLIAM SATTERFIELD,FALCON VOLUME,Animation,2005-06-17 09:23:16
4696,KYLE SPURLOCK,FALCON VOLUME,Animation,2005-07-08 11:12:27
8775,MARIE TURNER,FALCON VOLUME,Animation,2005-07-29 20:05:38
12130,ELMER NOE,FALCON VOLUME,Animation,2006-02-14 15:16:03
119,ALICE STEWART,FALCON VOLUME,Animation,2005-05-25 19:37:02
1314,TED BREAUX,FALCON VOLUME,Animation,2005-06-15 10:21:45
6145,TYRONE ASHER,FALCON VOLUME,Animation,2005-07-11 09:07:01
10851,MICHELE GRANT,FALCON VOLUME,Animation,2005-08-01 23:58:45
12605,TYLER WREN,FALCON VOLUME,Animation,2005-08-18 16:59:37
8403,CATHY SPENCER,FALCON VOLUME,Animation,2005-07-29 06:26:39
15222,SHAWN HEATON,FALCON VOLUME,Animation,2005-08-22 17:12:30
2386,MAE FLETCHER,FALCON VOLUME,Animation,2005-06-18 15:22:51
4529,RITA GRAHAM,FALCON VOLUME,Animation,2005-07-08 03:26:20
8364,NICHOLAS BARFIELD,FALCON VOLUME,Animation,2005-07-29 05:10:31
14324,GAIL KNIGHT,FALCON VOLUME,Animation,2005-08-21 08:10:56
8208,DARRYL ASHCRAFT,FALCON VOLUME,Animation,2005-07-28 23:26:35
15835,MARJORIE TUCKER,FALCON VOLUME,Animation,2005-08-23 15:25:27
848,TROY QUIGLEY,FALCON VOLUME,Animation,2005-05-30 01:19:53
1712,JAVIER ELROD,FALCON VOLUME,Animation,2005-06-16 14:25:09
3788,CARLOS COUGHLIN,FALCON VOLUME,Animation,2005-07-06 14:02:02
10762,LUCY WHEELER,FALCON VOLUME,Animation,2005-08-01 20:28:39
13541,HELEN HARRIS,FALCON VOLUME,Animation,2005-08-20 03:41:41
411,CRAIG MORRELL,FIGHT JAWBREAKER,Animation,2005-05-27 14:14:14
2017,ELMER NOE,FIGHT JAWBREAKER,Animation,2005-06-17 12:33:30
6685,ELIZABETH BROWN,FIGHT JAWBREAKER,Animation,2005-07-12 12:16:28
8987,JUANITA MASON,FIGHT JAWBREAKER,Animation,2005-07-30 04:37:36
13962,ROGER QUINTANILLA,FIGHT JAWBREAKER,Animation,2005-08-20 18:18:06
1399,WESLEY BULL,FIGHT JAWBREAKER,Animation,2005-06-15 16:29:51
6906,GREGORY MAULDIN,FIGHT JAWBREAKER,Animation,2005-07-12 22:03:02
7031,DARRYL ASHCRAFT,FIGHT JAWBREAKER,Animation,2005-07-27 03:02:07
12792,LEONARD SCHOFIELD,FIGHT JAWBREAKER,Animation,2006-02-14 15:16:03
11096,REBECCA SCOTT,FIGHT JAWBREAKER,Animation,2005-08-02 08:05:19
13149,AMANDA CARTER,FIGHT JAWBREAKER,Animation,2005-08-19 13:07:12
1256,GORDON ALLARD,FIGHT JAWBREAKER,Animation,2005-06-15 06:13:57
6059,CHRIS BROTHERS,FIGHT JAWBREAKER,Animation,2005-07-11 04:03:54
11030,DAVE GARDINER,FIGHT JAWBREAKER,Animation,2005-08-02 05:51:20
11850,MARILYN ROSS,FIGHT JAWBREAKER,Animation,2005-08-17 13:30:15
408,SARA PERRY,FIGHT JAWBREAKER,Animation,2005-05-27 13:57:39
2950,IAN STILL,FIGHT JAWBREAKER,Animation,2005-06-20 06:08:36
4842,ERIN DUNN,FIGHT JAWBREAKER,Animation,2005-07-08 18:21:30
9999,LANCE PEMBERTON,FIGHT JAWBREAKER,Animation,2005-07-31 17:40:53
14103,RODNEY MOELLER,FIGHT JAWBREAKER,Animation,2005-08-21 00:37:00
11074,OLGA JIMENEZ,FIGHT JAWBREAKER,Animation,2005-08-02 07:21:43
14234,PENNY NEAL,FIGHT JAWBREAKER,Animation,2005-08-21 05:07:12
10865,VICKI FIELDS,FLYING HOOK,Animation,2005-08-02 00:22:46
14043,KIRK STCLAIR,FLYING HOOK,Animation,2005-08-20 21:46:43
5163,GLADYS HAMILTON,FLYING HOOK,Animation,2005-07-09 09:00:28
7770,EDGAR RHOADS,FLYING HOOK,Animation,2005-07-28 06:49:35
15244,PENNY NEAL,FLYING HOOK,Animation,2005-08-22 17:48:42
10820,ANNIE RUSSELL,FLYING HOOK,Animation,2005-08-01 22:53:40
11786,RICKY SHELBY,FLYING HOOK,Animation,2005-08-17 10:57:40
3465,BEN EASTER,FLYING HOOK,Animation,2005-06-21 22:10:01
3480,VICTOR BARKLEY,FLYING HOOK,Animation,2005-07-05 23:11:43
8600,MAUREEN LITTLE,FLYING HOOK,Animation,2005-07-29 13:01:19
15547,JUDY GRAY,FLYING HOOK,Animation,2005-08-23 04:25:50
178,ALMA AUSTIN,FLYING HOOK,Animation,2005-05-26 04:21:46
2861,VICTORIA GIBSON,FLYING HOOK,Animation,2005-06-19 23:21:34
6795,COURTNEY DAY,FLYING HOOK,Animation,2005-07-12 16:41:00
10390,BRETT CORNWELL,FLYING HOOK,Animation,2005-08-01 06:46:48
14243,GWENDOLYN MAY,FLYING HOOK,Animation,2006-02-14 15:16:03
3104,ALMA AUSTIN,FLYING HOOK,Animation,2005-06-20 17:06:46
4692,BOBBIE CRAIG,FLYING HOOK,Animation,2005-07-08 11:07:06
11307,HELEN HARRIS,FLYING HOOK,Animation,2005-08-02 15:48:08
14791,EDWARD BAUGH,FLYING HOOK,Animation,2005-08-22 00:35:55
10782,CLIFTON MALCOLM,FORRESTER COMANCHEROS,Animation,2005-08-01 21:23:25
12391,JOSEPH JOY,FORRESTER COMANCHEROS,Animation,2005-08-18 08:52:53
1276,CRAIG MORRELL,FORRESTER COMANCHEROS,Animation,2005-06-15 08:00:13
4288,JUDITH COX,FORRESTER COMANCHEROS,Animation,2005-07-07 15:38:25
10433,BRAD MCCURDY,FORRESTER COMANCHEROS,Animation,2005-08-01 08:45:56
13909,CHRISTOPHER GRECO,FORRESTER COMANCHEROS,Animation,2005-08-20 16:26:36
2113,NATHAN RUNYON,FORRESTER COMANCHEROS,Animation,2005-06-17 19:57:46
3610,ROGER QUINTANILLA,FORRESTER COMANCHEROS,Animation,2005-07-06 05:36:59
10870,ANNA HILL,FORRESTER COMANCHEROS,Animation,2005-08-02 00:27:12
13592,GORDON ALLARD,FORRESTER COMANCHEROS,Animation,2005-08-20 05:50:35
483,AMY LOPEZ,FORRESTER COMANCHEROS,Animation,2005-05-27 23:00:25
3055,SARAH LEWIS,FORRESTER COMANCHEROS,Animation,2005-06-20 13:19:58
3590,FELICIA SUTTON,FORRESTER COMANCHEROS,Animation,2005-07-06 04:35:12
10953,VERNON CHAPA,FORRESTER COMANCHEROS,Animation,2005-08-02 03:28:38
13358,ALEXANDER FENNELL,FORRESTER COMANCHEROS,Animation,2005-08-19 21:04:20
2484,ANDRE RAPP,FORRESTER COMANCHEROS,Animation,2005-06-18 21:25:23
5820,CLYDE TOBIAS,FORRESTER COMANCHEROS,Animation,2005-07-10 16:04:59
8053,KARL SEAL,FORRESTER COMANCHEROS,Animation,2005-07-28 16:59:41
12644,JOHN FARNSWORTH,FORRESTER COMANCHEROS,Animation,2005-08-18 18:22:27
2034,SERGIO STANFIELD,FORRESTER COMANCHEROS,Animation,2005-06-17 13:27:16
4956,DAN PAINE,FORRESTER COMANCHEROS,Animation,2005-07-08 23:17:10
10514,MARIA MILLER,FORRESTER COMANCHEROS,Animation,2005-08-01 11:39:26
12897,MARION SNYDER,FORRESTER COMANCHEROS,Animation,2006-02-14 15:16:03
2780,RALPH MADRIGAL,FORRESTER COMANCHEROS,Animation,2005-06-19 18:19:33
4204,DAVE GARDINER,FORRESTER COMANCHEROS,Animation,2005-07-07 11:24:18
8012,DOUGLAS GRAF,FORRESTER COMANCHEROS,Animation,2005-07-28 15:29:00
14987,HAZEL WARREN,FORRESTER COMANCHEROS,Animation,2005-08-22 07:41:08
1484,ANTHONY SCHWAB,GANGS PRIDE,Animation,2005-06-15 21:22:35
6650,KARL SEAL,GANGS PRIDE,Animation,2005-07-12 10:57:10
10546,NICHOLAS BARFIELD,GANGS PRIDE,Animation,2005-08-01 12:44:17
14619,DENNIS GILMAN,GANGS PRIDE,Animation,2005-08-21 18:10:03
