rental_id,cliente,pelicula,categoria,rental_date,year,month,month_name,day,weekday,hour,primer_nombre,genero_estimado
14000,BRANDY GRAVES,STRANGELOVE DESIRE,Children,2005-08-20 20:06:05,2005,8,August,20,Saturday,20,brandy,Masculino
4025,GRACE ELLIS,STRANGELOVE DESIRE,Children,2005-07-07 02:13:24,2005,7,July,7,Thursday,2,grace,Femenino
9470,CASEY MENA,STRANGELOVE DESIRE,Children,2005-07-30 23:01:31,2005,7,July,30,Saturday,23,casey,Masculino
14272,LYDIA BURKE,STRANGELOVE DESIRE,Children,2005-08-21 06:24:55,2005,8,August,21,Sunday,6,lydia,Femenino
804,DOLORES WAGNER,STRANGER STRANGERS,Children,2005-05-29 18:10:24,2005,5,May,29,Sunday,18,dolores,Masculino
1889,SIDNEY BURLESON,STRANGER STRANGERS,Children,2005-06-17 04:05:12,2005,6,June,17,Friday,4,sidney,Masculino
5526,CLARA SHAW,STRANGER STRANGERS,Children,2005-07-10 02:04:03,2005,7,July,10,Sunday,2,clara,Femenino
8604,JOSE ANDREW,STRANGER STRANGERS,Children,2005-07-29 13:07:13,2005,7,July,29,Friday,13,jose,Femenino
12762,BRETT CORNWELL,STRANGER STRANGERS,Children,2005-08-18 23:06:54,2005,8,August,18,Thursday,23,brett,Masculino
4186,ROBERTA HARPER,STRANGER STRANGERS,Children,2005-07-07 10:32:25,2005,7,July,7,Thursday,10,roberta,Femenino
9400,HARRY ARCE,STRANGER STRANGERS,Children,2005-07-30 20:15:58,2005,7,July,30,Saturday,20,harry,Masculino
11603,NATHAN RUNYON,STRANGER STRANGERS,Children,2005-08-17 03:22:10,2005,8,August,17,Wednesday,3,nathan,Masculino
4096,MIKE WAY,STRANGER STRANGERS,Children,2005-07-07 06:09:11,2005,7,July,7,Thursday,6,mike,Femenino
8396,ELMER NOE,STRANGER STRANGERS,Children,2005-07-29 06:07:00,2005,7,July,29,Friday,6,elmer,Masculino
13880,NINA SOTO,STRANGER STRANGERS,Children,2005-08-20 15:18:20,2005,8,August,20,Saturday,15,nina,Femenino
1136,DIANE COLLINS,SUNDANCE INVASION,Children,2005-05-31 19:19:36,2005,5,May,31,Tuesday,19,diane,Femenino
1991,DAWN SULLIVAN,SUNDANCE INVASION,Children,2005-06-17 10:49:23,2005,6,June,17,Friday,10,dawn,Masculino
4698,IVAN CROMWELL,SUNDANCE INVASION,Children,2005-07-08 11:19:31,2005,7,July,8,Friday,11,ivan,Masculino
10072,MITCHELL WESTMORELAND,SUNDANCE INVASION,Children,2005-07-31 19:50:37,2005,7,July,31,Sunday,19,mitchell,Masculino
12086,EVA RAMOS,SUNDANCE INVASION,Children,2005-08-17 22:20:01,2005,8,August,17,Wednesday,22,eva,Femenino
4709,SHEILA WELLS,SUNDANCE INVASION,Children,2005-07-08 12:04:34,2005,7,July,8,Friday,12,sheila,Femenino
10130,PAULA BRYANT,SUNDANCE INVASION,Children,2005-07-31 21:44:30,2005,7,July,31,Sunday,21,paula,Femenino
12092,MARTHA GONZALEZ,SUNDANCE INVASION,Children,2005-08-17 22:28:15,2005,8,August,17,Wednesday,22,martha,Femenino
7020,LESLIE SEWARD,SUNDANCE INVASION,Children,2005-07-27 02:24:27,2005,7,July,27,Wednesday,2,leslie,Femenino
15105,DENNIS GILMAN,SUNDANCE INVASION,Children,2005-08-22 12:01:33,2005,8,August,22,Monday,12,dennis,Masculino
7697,HOWARD FORTNER,SUNDANCE INVASION,Children,2005-07-28 03:43:45,2005,7,July,28,Thursday,3,howard,Masculino
13584,ALLAN CORNISH,SUNDANCE INVASION,Children,2006-02-14 15:16:03,2006,2,February,14,Tuesday,15,allan,Masculino
6337,FRANCES PARKER,SUNDANCE INVASION,Children,2005-07-11 19:30:47,2005,7,July,11,Monday,19,frances,Masculino
10761,KATHLEEN ADAMS,SUNDANCE INVASION,Children,2005-08-01 20:25:35,2005,8,August,1,Monday,20,kathleen,Masculino
14451,ALVIN DELOACH,SUNDANCE INVASION,Children,2005-08-21 12:21:44,2005,8,August,21,Sunday,12,alvin,Masculino
2335,THEODORE CULP,SUNDANCE INVASION,Children,2005-06-18 10:59:36,2005,6,June,18,Saturday,10,theodore,Femenino
6877,GEORGIA JACOBS,SUNDANCE INVASION,Children,2005-07-12 20:32:58,2005,7,July,12,Tuesday,20,georgia,Femenino
9723,KIMBERLY LEE,SUNDANCE INVASION,Children,2005-07-31 08:31:18,2005,7,July,31,Sunday,8,kimberly,Masculino
12910,MARJORIE TUCKER,SUNDANCE INVASION,Children,2005-08-19 04:23:13,2005,8,August,19,Friday,4,marjorie,Femenino
5811,MARIO CHEATHAM,SWEETHEARTS SUSPECTS,Children,2005-07-10 15:27:04,2005,7,July,10,Sunday,15,mario,Masculino
11212,DOUGLAS GRAF,SWEETHEARTS SUSPECTS,Children,2005-08-02 12:18:29,2005,8,August,2,Tuesday,12,douglas,Masculino
13898,FRED WHEAT,SWEETHEARTS SUSPECTS,Children,2006-02-14 15:16:03,2006,2,February,14,Tuesday,15,fred,Masculino
63,MARTIN BALES,SWEETHEARTS SUSPECTS,Children,2005-05-25 09:19:16,2005,5,May,25,Wednesday,9,martin,Masculino
2564,MANUEL MURRELL,SWEETHEARTS SUSPECTS,Children,2005-06-19 03:41:10,2005,6,June,19,Sunday,3,manuel,Masculino
6486,TAMMY SANDERS,SWEETHEARTS SUSPECTS,Children,2005-07-12 02:09:36,2005,7,July,12,Tuesday,2,tammy,Masculino
9187,WESLEY BULL,SWEETHEARTS SUSPECTS,Children,2005-07-30 12:14:03,2005,7,July,30,Saturday,12,wesley,Masculino
13632,RODNEY MOELLER,SWEETHEARTS SUSPECTS,Children,2005-08-20 07:10:52,2005,8,August,20,Saturday,7,rodney,Masculino
4878,BERNICE WILLIS,SWEETHEARTS SUSPECTS,Children,2005-07-08 19:33:49,2005,7,July,8,Friday,19,bernice,Femenino
7519,SHEILA WELLS,SWEETHEARTS SUSPECTS,Children,2005-07-27 21:01:41,2005,7,July,27,Wednesday,21,sheila,Femenino
15003,SALLY PIERCE,SWEETHEARTS SUSPECTS,Children,2005-08-22 08:11:24,2005,8,August,22,Monday,8,sally,Masculino
410,LESLIE SEWARD,SWEETHEARTS SUSPECTS,Children,2005-05-27 14:11:22,2005,5,May,27,Friday,14,leslie,Femenino
1830,MARC OUTLAW,SWEETHEARTS SUSPECTS,Children,2005-06-16 22:18:43,2005,6,June,16,Thursday,22,marc,Masculino
4715,BRANDY GRAVES,SWEETHEARTS SUSPECTS,Children,2005-07-08 12:15:37,2005,7,July,8,Friday,12,brandy,Masculino
8466,MIRIAM MCKINNEY,SWEETHEARTS SUSPECTS,Children,2005-07-29 08:24:47,2005,7,July,29,Friday,8,miriam,Masculino
15581,WARREN SHERROD,SWEETHEARTS SUSPECTS,Children,2005-08-23 05:42:13,2005,8,August,23,Tuesday,5,warren,Masculino
5977,ROBERTO VU,SWEETHEARTS SUSPECTS,Children,2005-07-11 00:16:38,2005,7,July,11,Monday,0,roberto,Masculino
9489,DONNA THOMPSON,SWEETHEARTS SUSPECTS,Children,2005-07-30 23:43:32,2005,7,July,30,Saturday,23,donna,Femenino
14366,JARED ELY,SWEETHEARTS SUSPECTS,Children,2005-08-21 09:31:39,2005,8,August,21,Sunday,9,jared,Masculino
2489,VICTOR BARKLEY,SWEETHEARTS SUSPECTS,Children,2005-06-18 22:00:44,2005,6,June,18,Saturday,22,victor,Masculino
4532,HERMAN DEVORE,SWEETHEARTS SUSPECTS,Children,2005-07-08 03:30:39,2005,7,July,8,Friday,3,herman,Masculino
10811,TONYA CHAPMAN,SWEETHEARTS SUSPECTS,Children,2005-08-01 22:41:15,2005,8,August,1,Monday,22,tonya,Femenino
14051,NICHOLAS BARFIELD,SWEETHEARTS SUSPECTS,Children,2005-08-20 22:09:51,2005,8,August,20,Saturday,22,nicholas,Masculino
9366,FELIX GAFFNEY,SWEETHEARTS SUSPECTS,Children,2005-07-30 18:48:57,2005,7,July,30,Saturday,18,felix,Masculino
13677,HELEN HARRIS,SWEETHEARTS SUSPECTS,Children,2005-08-20 08:34:41,2005,8,August,20,Saturday,8,helen,Masculino
1337,FLOYD GANDY,SWEETHEARTS SUSPECTS,Children,2005-06-15 12:12:42,2005,6,June,15,Wednesday,12,floyd,Masculino
5616,NELLIE GARRETT,SWEETHEARTS SUSPECTS,Children,2005-07-10 05:21:11,2005,7,July,10,Sunday,5,nellie,Femenino
7622,ELSIE KELLEY,SWEETHEARTS SUSPECTS,Children,2005-07-28 00:37:34,2005,7,July,28,Thursday,0,elsie,Femenino
15570,FELIX GAFFNEY,SWEETHEARTS SUSPECTS,Children,2005-08-23 05:24:55,2005,8,August,23,Tuesday,5,felix,Masculino
4810,TONYA CHAPMAN,TEQUILA PAST,Children,2005-07-08 17:04:06,2005,7,July,8,Friday,17,tonya,Femenino
7112,PEGGY MYERS,TEQUILA PAST,Children,2005-07-27 05:38:42,2005,7,July,27,Wednesday,5,peggy,Masculino
14918,MICHELE GRANT,TEQUILA PAST,Children,2005-08-22 05:06:38,2005,8,August,22,Monday,5,michele,Femenino
4844,TANYA GILBERT,TEQUILA PAST,Children,2005-07-08 18:28:13,2005,7,July,8,Friday,18,tanya,Femenino
10513,DAWN SULLIVAN,TEQUILA PAST,Children,2005-08-01 11:37:34,2005,8,August,1,Monday,11,dawn,Masculino
14990,ELSIE KELLEY,TEQUILA PAST,Children,2005-08-22 07:48:01,2005,8,August,22,Monday,7,elsie,Femenino
11479,TANYA GILBERT,TIES HUNGER,Children,2005-08-02 22:18:13,2005,8,August,2,Tuesday,22,tanya,Femenino
15849,MAURICE CRAWLEY,TIES HUNGER,Children,2005-08-23 15:41:20,2005,8,August,23,Tuesday,15,maurice,Femenino
2480,DANIEL CABRAL,TIES HUNGER,Children,2005-06-18 21:04:09,2005,6,June,18,Saturday,21,daniel,Masculino
4655,GINA WILLIAMSON,TIES HUNGER,Children,2005-07-08 09:49:22,2005,7,July,8,Friday,9,gina,Femenino
10102,BEATRICE ARNOLD,TIES HUNGER,Children,2005-07-31 20:49:10,2005,7,July,31,Sunday,20,beatrice,Femenino
14611,FRANCISCO SKIDMORE,TIES HUNGER,Children,2005-08-21 18:01:41,2005,8,August,21,Sunday,18,francisco,Masculino
884,DONNA THOMPSON,TIES HUNGER,Children,2005-05-30 06:41:32,2005,5,May,30,Monday,6,donna,Femenino
3226,MORRIS MCCARTER,TIES HUNGER,Children,2005-06-21 02:18:14,2005,6,June,21,Tuesday,2,morris,Masculino
5241,GEORGE LINTON,TIES HUNGER,Children,2005-07-09 13:19:14,2005,7,July,9,Saturday,13,george,Femenino
8920,LORI WOOD,TIES HUNGER,Children,2005-07-30 01:59:24,2005,7,July,30,Saturday,1,lori,Masculino
15059,BOB PFEIFFER,TIES HUNGER,Children,2005-08-22 10:22:00,2005,8,August,22,Monday,10,bob,Masculino
2493,CASSANDRA WALTERS,TOOTSIE PILOT,Children,2005-06-18 22:12:09,2005,6,June,18,Saturday,22,cassandra,Femenino
4460,TERRANCE ROUSH,TOOTSIE PILOT,Children,2005-07-07 23:50:14,2005,7,July,7,Thursday,23,terrance,Femenino
10540,SARA PERRY,TOOTSIE PILOT,Children,2005-08-01 12:24:42,2005,8,August,1,Monday,12,sara,Femenino
12158,VIOLET RODRIQUEZ,TOOTSIE PILOT,Children,2005-08-18 00:34:20,2005,8,August,18,Thursday,0,violet,Masculino
1852,PENNY NEAL,TOOTSIE PILOT,Children,2005-06-17 00:38:20,2005,6,June,17,Friday,0,penny,Masculino
5559,TYLER WREN,TOOTSIE PILOT,Children,2005-07-10 03:13:07,2005,7,July,10,Sunday,3,tyler,Masculino
10441,JUNE CARROLL,TOOTSIE PILOT,Children,2005-08-01 08:55:56,2005,8,August,1,Monday,8,june,Femenino
13049,HEATHER MORRIS,TOOTSIE PILOT,Children,2005-08-19 09:25:40,2005,8,August,19,Friday,9,heather,Masculino
9771,ANTONIO MEEK,TOOTSIE PILOT,Children,2005-07-31 09:55:36,2005,7,July,31,Sunday,9,antonio,Masculino
15270,PATSY DAVIDSON,TOOTSIE PILOT,Children,2005-08-22 18:48:42,2005,8,August,22,Monday,18,patsy,Masculino
731,ELIZABETH BROWN,TOOTSIE PILOT,Children,2005-05-29 07:25:16,2005,5,May,29,Sunday,7,elizabeth,Masculino
2602,AUDREY RAY,TOOTSIE PILOT,Children,2005-06-19 06:10:08,2005,6,June,19,Sunday,6,audrey,Masculino
4731,HEIDI LARSON,TOOTSIE PILOT,Children,2005-07-08 13:08:18,2005,7,July,8,Friday,13,heidi,Masculino
7834,BILLIE HORTON,TOOTSIE PILOT,Children,2005-07-28 08:46:43,2005,7,July,28,Thursday,8,billie,Femenino
15236,FELIX GAFFNEY,TOOTSIE PILOT,Children,2005-08-22 17:44:27,2005,8,August,22,Monday,17,felix,Masculino
8610,KEN PREWITT,TWISTED PIRATES,Children,2005-07-29 13:25:02,2005,7,July,29,Friday,13,ken,Masculino
13080,TOM MILNER,TWISTED PIRATES,Children,2005-08-19 10:18:00,2005,8,August,19,Friday,10,tom,Masculino
10885,BRENT HARKINS,TWISTED PIRATES,Children,2005-08-02 00:51:37,2005,8,August,2,Tuesday,0,brent,Masculino
13458,ALLISON STANLEY,TWISTED PIRATES,Children,2005-08-20 00:35:30,2005,8,August,20,Saturday,0,allison,Masculino
5031,MARK RINEHART,TWISTED PIRATES,Children,2005-07-09 02:36:37,2005,7,July,9,Saturday,2,mark,Masculino
7100,MARVIN YEE,TWISTED PIRATES,Children,2005-07-27 05:05:01,2005,7,July,27,Wednesday,5,marvin,Masculino
15749,ISAAC OGLESBY,TWISTED PIRATES,Children,2005-08-23 12:33:41,2005,8,August,23,Tuesday,12,isaac,Masculino
2483,BONNIE HUGHES,TWISTED PIRATES,Children,2005-06-18 21:22:23,2005,6,June,18,Saturday,21,bonnie,Femenino
3513,MELINDA FERNANDEZ,TWISTED PIRATES,Children,2005-07-06 00:45:57,2005,7,July,6,Wednesday,0,melinda,Femenino
8026,CHESTER BENNER,TWISTED PIRATES,Children,2005-07-28 16:05:38,2005,7,July,28,Thursday,16,chester,Masculino
12993,ROBERTO VU,TWISTED PIRATES,Children,2005-08-19 07:24:03,2005,8,August,19,Friday,7,roberto,Masculino
878,MATTHEW MAHAN,UPTOWN YOUNG,Children,2005-05-30 05:49:13,2005,5,May,30,Monday,5,matthew,Masculino
2016,JENNY CASTRO,UPTOWN YOUNG,Children,2005-06-17 12:18:36,2005,6,June,17,Friday,12,jenny,Masculino
5659,MARGARET MOORE,UPTOWN YOUNG,Children,2005-07-10 07:45:40,2005,7,July,10,Sunday,7,margaret,Masculino
8127,SHARON ROBINSON,UPTOWN YOUNG,Children,2005-07-28 19:45:19,2005,7,July,28,Thursday,19,sharon,Masculino
14513,ROBERTA HARPER,UPTOWN YOUNG,Children,2005-08-21 14:51:35,2005,8,August,21,Sunday,14,roberta,Femenino
6618,LARRY THRASHER,UPTOWN YOUNG,Children,2005-07-12 08:41:42,2005,7,July,12,Tuesday,8,larry,Masculino
9522,SHELLY WATTS,UPTOWN YOUNG,Children,2005-07-31 00:55:11,2005,7,July,31,Sunday,0,shelly,Masculino
11517,TRACEY BARRETT,UPTOWN YOUNG,Children,2005-08-16 23:56:28,2005,8,August,16,Tuesday,23,tracey,Masculino
3313,GINA WILLIAMSON,UPTOWN YOUNG,Children,2005-06-21 08:11:18,2005,6,June,21,Tuesday,8,gina,Femenino
6455,OLGA JIMENEZ,UPTOWN YOUNG,Children,2005-07-12 01:01:58,2005,7,July,12,Tuesday,1,olga,Femenino
8343,ALEXANDER FENNELL,UPTOWN YOUNG,Children,2005-07-29 04:45:16,2005,7,July,29,Friday,4,alexander,Masculino
12550,HAZEL WARREN,UPTOWN YOUNG,Children,2005-08-18 14:40:38,2005,8,August,18,Thursday,14,hazel,Masculino
3577,ALICIA MILLS,WARLOCK WEREWOLF,Children,2005-07-06 03:40:36,2005,7,July,6,Wednesday,3,alicia,Femenino
7584,DENNIS GILMAN,WARLOCK WEREWOLF,Children,2005-07-27 23:15:46,2005,7,July,27,Wednesday,23,dennis,Masculino
12773,RALPH MADRIGAL,WARLOCK WEREWOLF,Children,2005-08-18 23:32:19,2005,8,August,18,Thursday,23,ralph,Masculino
3542,RENE MCALISTER,WARLOCK WEREWOLF,Children,2005-07-06 01:51:42,2005,7,July,6,Wednesday,1,rene,Femenino
10039,CARMEN OWENS,WARLOCK WEREWOLF,Children,2005-07-31 18:50:40,2005,7,July,31,Sunday,18,carmen,Masculino
13157,TERRANCE ROUSH,WARLOCK WEREWOLF,Children,2005-08-19 13:12:28,2005,8,August,19,Friday,13,terrance,Femenino
8714,NICHOLAS BARFIELD,WRONG BEHAVIOR,Children,2005-07-29 17:31:40,2005,7,July,29,Friday,17,nicholas,Masculino
13562,KATHLEEN ADAMS,WRONG BEHAVIOR,Children,2005-08-20 04:31:45,2005,8,August,20,Saturday,4,kathleen,Masculino
3425,BOBBY BOUDREAU,WRONG BEHAVIOR,Children,2005-06-21 18:07:07,2005,6,June,21,Tuesday,18,bobby,Masculino
3911,REBECCA SCOTT,WRONG BEHAVIOR,Children,2005-07-06 20:09:11,2005,7,July,6,Wednesday,20,rebecca,Femenino
10168,IVAN CROMWELL,WRONG BEHAVIOR,Children,2005-07-31 23:25:24,2005,7,July,31,Sunday,23,ivan,Masculino
15873,CLIFTON MALCOLM,WRONG BEHAVIOR,Children,2005-08-23 16:27:59,2005,8,August,23,Tuesday,16,clifton,Masculino
5848,RODNEY MOELLER,WRONG BEHAVIOR,Children,2005-07-10 17:28:14,2005,7,July,10,Sunday,17,rodney,Masculino
10818,CHRISTOPHER GRECO,WRONG BEHAVIOR,Children,2005-08-01 22:52:45,2005,8,August,1,Monday,22,christopher,Masculino
15946,IAN STILL,WRONG BEHAVIOR,Children,2005-08-23 18:54:07,2005,8,August,23,Tuesday,18,ian,Masculino
2735,ANGELA HERNANDEZ,WRONG BEHAVIOR,Children,2005-06-19 15:42:07,2005,6,June,19,Sunday,15,angela,Femenino
6365,CASEY MENA,WRONG BEHAVIOR,Children,2005-07-11 21:17:40,2005,7,July,11,Monday,21,casey,Masculino
9531,NINA SOTO,WRONG BEHAVIOR,Children,2005-07-31 01:11:53,2005,7,July,31,Sunday,1,nina,Femenino
15104,WILLIE MARKHAM,WRONG BEHAVIOR,Children,2005-08-22 12:01:16,2005,8,August,22,Monday,12,willie,Femenino
8367,MARTIN BALES,WRONG BEHAVIOR,Children,2005-07-29 05:11:19,2005,7,July,29,Friday,5,martin,Masculino
12104,SANDRA MARTIN,WRONG BEHAVIOR,Children,2005-08-17 22:53:00,2005,8,August,17,Wednesday,22,sandra,Femenino
6706,MARGIE WADE,WRONG BEHAVIOR,Children,2005-07-12 12:59:16,2005,7,July,12,Tuesday,12,margie,Femenino
9124,DAWN SULLIVAN,WRONG BEHAVIOR,Children,2005-07-30 09:43:12,2005,7,July,30,Saturday,9,dawn,Masculino
15079,TYRONE ASHER,WRONG BEHAVIOR,Children,2005-08-22 11:09:56,2005,8,August,22,Monday,11,tyrone,Femenino
8492,NORA HERRERA,WRONG BEHAVIOR,Children,2005-07-29 09:04:17,2005,7,July,29,Friday,9,nora,Femenino
15820,THOMAS GRIGSBY,WRONG BEHAVIOR,Children,2005-08-23 15:03:13,2005,8,August,23,Tuesday,15,thomas,Masculino
3734,PAMELA BAKER,ZOOLANDER FICTION,Children,2005-07-06 11:40:27,2005,7,July,6,Wednesday,11,pamela,Femenino
8355,LEAH CURTIS,ZOOLANDER FICTION,Children,2005-07-29 04:57:43,2005,7,July,29,Friday,4,leah,Masculino
13367,KRISTINA CHAMBERS,ZOOLANDER FICTION,Children,2005-08-19 21:19:27,2005,8,August,19,Friday,21,kristina,Femenino
5273,MARTHA GONZALEZ,ZOOLANDER FICTION,Children,2005-07-09 14:31:24,2005,7,July,9,Saturday,14,martha,Femenino
10442,AMANDA CARTER,ZOOLANDER FICTION,Children,2005-08-01 08:58:08,2005,8,August,1,Monday,8,amanda,Femenino
14743,PATRICIA JOHNSON,ZOOLANDER FICTION,Children,2005-08-21 22:41:56,2005,8,August,21,Sunday,22,patricia,Femenino
10233,TOMMY COLLAZO,ZOOLANDER FICTION,Children,2005-08-01 01:54:23,2005,8,August,1,Monday,1,tommy,Masculino
11746,JAMES GANNON,ZOOLANDER FICTION,Children,2005-08-17 09:03:24,2005,8,August,17,Wednesday,9,james,Masculino
2801,ANGELA HERNANDEZ,ZOOLANDER FICTION,Children,2005-06-19 19:18:09,2005,6,June,19,Sunday,19,angela,Femenino
5091,VALERIE BLACK,ZOOLANDER FICTION,Children,2005-07-09 05:52:54,2005,7,July,9,Saturday,5,valerie,Femenino
6973,BOB PFEIFFER,ZOOLANDER FICTION,Children,2005-07-27 00:32:04,2005,7,July,27,Wednesday,0,bob,Masculino
15247,JO FOWLER,ZOOLANDER FICTION,Children,2005-08-22 17:52:05,2005,8,August,22,Monday,17,jo,Masculino
871,WILLIAM SATTERFIELD,ZOOLANDER FICTION,Children,2005-05-30 05:01:30,2005,5,May,30,Monday,5,william,Masculino
2258,MISTY LAMBERT,ZOOLANDER FICTION,Children,2005-06-18 05:30:36,2005,6,June,18,Saturday,5,misty,Masculino
6192,GEORGE LINTON,ZOOLANDER FICTION,Children,2005-07-11 11:44:41,2005,7,July,11,Monday,11,george,Femenino
9942,JULIO NOLAND,ZOOLANDER FICTION,Children,2005-07-31 15:35:43,2005,7,July,31,Sunday,15,julio,Masculino
15659,MONICA HICKS,ZOOLANDER FICTION,Children,2005-08-23 08:48:43,2005,8,August,23,Tuesday,8,monica,Femenino
11462,NINA SOTO,ARIZONA BANG,Classics,2005-08-02 21:36:46,2005,8,August,2,Tuesday,21,nina,Femenino
12558,VIOLET RODRIQUEZ,ARIZONA BANG,Classics,2005-08-18 14:52:35,2005,8,August,18,Thursday,14,violet,Masculino
1993,CLAUDIA FULLER,ARIZONA BANG,Classics,2005-06-17 10:59:24,2005,6,June,17,Friday,10,claudia,Femenino
5780,ELMER NOE,ARIZONA BANG,Classics,2005-07-10 13:46:23,2005,7,July,10,Sunday,13,elmer,Masculino
10829,DWAYNE OLVERA,ARIZONA BANG,Classics,2005-08-01 23:17:06,2005,8,August,1,Monday,23,dwayne,Femenino
12893,GENE SANBORN,ARIZONA BANG,Classics,2005-08-19 03:46:43,2005,8,August,19,Friday,3,gene,Femenino
10873,LESLIE SEWARD,ARIZONA BANG,Classics,2005-08-02 00:30:34,2005,8,August,2,Tuesday,0,leslie,Femenino
14494,ELIZABETH BROWN,ARIZONA BANG,Classics,2005-08-21 14:02:50,2005,8,August,21,Sunday,14,elizabeth,Masculino
6897,KAREN JACKSON,ARIZONA BANG,Classics,2005-07-12 21:30:41,2005,7,July,12,Tuesday,21,karen,Masculino
9830,ROSA REYNOLDS,ARIZONA BANG,Classics,2005-07-31 11:59:05,2005,7,July,31,Sunday,11,rosa,Femenino
15563,STEVE MACKENZIE,ARIZONA BANG,Classics,2005-08-23 05:08:58,2005,8,August,23,Tuesday,5,steve,Femenino
7155,SARAH LEWIS,ARIZONA BANG,Classics,2005-07-27 07:18:46,2005,7,July,27,Wednesday,7,sarah,Masculino
15010,MILTON HOWLAND,ARIZONA BANG,Classics,2005-08-22 08:30:17,2005,8,August,22,Monday,8,milton,Masculino
1479,TERRANCE ROUSH,ARIZONA BANG,Classics,2005-06-15 21:13:38,2005,6,June,15,Wednesday,21,terrance,Femenino
6658,SHIRLEY ALLEN,ARIZONA BANG,Classics,2005-07-12 11:13:21,2005,7,July,12,Tuesday,11,shirley,Masculino
11284,SUSAN WILSON,ARIZONA BANG,Classics,2005-08-02 14:42:45,2005,8,August,2,Tuesday,14,susan,Masculino
14236,DEBORAH WALKER,ARIZONA BANG,Classics,2005-08-21 05:13:16,2005,8,August,21,Sunday,5,deborah,Masculino
2292,CHARLOTTE HUNTER,ARIZONA BANG,Classics,2005-06-18 07:37:48,2005,6,June,18,Saturday,7,charlotte,Femenino
4746,ELEANOR HUNT,ARIZONA BANG,Classics,2005-07-08 13:47:55,2005,7,July,8,Friday,13,eleanor,Masculino
10951,CLARA SHAW,ARIZONA BANG,Classics,2005-08-02 03:26:35,2005,8,August,2,Tuesday,3,clara,Femenino
11565,LOUISE JENKINS,ARIZONA BANG,Classics,2005-08-17 01:28:05,2005,8,August,17,Wednesday,1,louise,Femenino
1544,CHRISTINE ROBERTS,BEAST HUNCHBACK,Classics,2005-06-16 01:28:22,2005,6,June,16,Thursday,1,christine,Femenino
3668,FRANKLIN TROUTMAN,BEAST HUNCHBACK,Classics,2005-07-06 08:36:48,2005,7,July,6,Wednesday,8,franklin,Masculino
8227,SALLY PIERCE,BEAST HUNCHBACK,Classics,2005-07-29 00:02:22,2005,7,July,29,Friday,0,sally,Masculino
12257,WANDA PATTERSON,BEAST HUNCHBACK,Classics,2005-08-18 04:11:03,2005,8,August,18,Thursday,4,wanda,Femenino
613,TERRENCE GUNDERSON,BEAST HUNCHBACK,Classics,2005-05-28 15:27:22,2005,5,May,28,Saturday,15,terrence,Femenino
1583,PAMELA BAKER,BEAST HUNCHBACK,Classics,2005-06-16 04:44:23,2005,6,June,16,Thursday,4,pamela,Femenino
5872,BENJAMIN VARNEY,BEAST HUNCHBACK,Classics,2005-07-10 18:54:05,2005,7,July,10,Sunday,18,benjamin,Masculino
8377,BEVERLY BROOKS,BEAST HUNCHBACK,Classics,2005-07-29 05:27:40,2005,7,July,29,Friday,5,beverly,Masculino
15290,STANLEY SCROGGINS,BEAST HUNCHBACK,Classics,2005-08-22 19:28:02,2005,8,August,22,Monday,19,stanley,Masculino
9425,DAISY BATES,BEAST HUNCHBACK,Classics,2005-07-30 21:11:21,2005,7,July,30,Saturday,21,daisy,Masculino
14867,GRACE ELLIS,BEAST HUNCHBACK,Classics,2005-08-22 03:14:46,2005,8,August,22,Monday,3,grace,Femenino
10496,ADRIAN CLARY,BOUND CHEAPER,Classics,2005-08-01 10:53:16,2005,8,August,1,Monday,10,adrian,Masculino
13723,TIFFANY JORDAN,BOUND CHEAPER,Classics,2005-08-20 10:05:30,2005,8,August,20,Saturday,10,tiffany,Masculino
6438,STACEY MONTGOMERY,BOUND CHEAPER,Classics,2005-07-12 00:23:01,2005,7,July,12,Tuesday,0,stacey,Masculino
8544,LONNIE TIRADO,BOUND CHEAPER,Classics,2005-07-29 11:02:08,2005,7,July,29,Friday,11,lonnie,Femenino
14695,TERRI VASQUEZ,BOUND CHEAPER,Classics,2005-08-21 20:46:47,2005,8,August,21,Sunday,20,terri,Masculino
8065,CHARLENE ALVAREZ,BOUND CHEAPER,Classics,2005-07-28 17:15:48,2005,7,July,28,Thursday,17,charlene,Femenino
14794,BERTHA FERGUSON,BOUND CHEAPER,Classics,2005-08-22 00:39:31,2005,8,August,22,Monday,0,bertha,Femenino
4899,AMY LOPEZ,BOUND CHEAPER,Classics,2005-07-08 20:37:11,2005,7,July,8,Friday,20,amy,Masculino
9440,JAVIER ELROD,BOUND CHEAPER,Classics,2005-07-30 21:40:15,2005,7,July,30,Saturday,21,javier,Masculino
12660,MICHELLE CLARK,BOUND CHEAPER,Classics,2005-08-18 19:07:23,2005,8,August,18,Thursday,19,michelle,Femenino
4269,TYLER WREN,BOUND CHEAPER,Classics,2005-07-07 14:38:33,2005,7,July,7,Thursday,14,tyler,Masculino
10419,JANICE WARD,BOUND CHEAPER,Classics,2005-08-01 08:13:22,2005,8,August,1,Monday,8,janice,Femenino
15649,MILDRED BAILEY,BOUND CHEAPER,Classics,2005-08-23 08:28:03,2005,8,August,23,Tuesday,8,mildred,Masculino
5156,ELIZABETH BROWN,BOUND CHEAPER,Classics,2005-07-09 08:51:42,2005,7,July,9,Saturday,8,elizabeth,Masculino
